order_id,website_session_id,user_id,session_creation,order_creation,duration(mins),is_repeat_session,utm_source,utm_campaign,utm_content,device_type
6030,113949,100090,2013-07-24 20:32,2013-07-24 20:48,16,0,gsearch,nonbrand,g_ad_1,desktop
6031,113960,93734,2013-07-24 21:49,2013-07-24 22:08,19,1,NULL,NULL,NULL,desktop
6032,113966,100105,2013-07-24 22:40,2013-07-24 22:56,16,0,gsearch,nonbrand,g_ad_1,desktop
6033,113997,90368,2013-07-25 02:01,2013-07-25 02:19,18,1,bsearch,brand,b_ad_2,desktop
6034,113999,94775,2013-07-25 02:04,2013-07-25 02:19,15,1,NULL,NULL,NULL,mobile
6035,114000,100129,2013-07-25 02:07,2013-07-25 02:29,22,0,bsearch,nonbrand,b_ad_1,desktop
6036,114010,100137,2013-07-25 03:56,2013-07-25 04:13,17,0,gsearch,nonbrand,g_ad_1,desktop
6037,114022,100148,2013-07-25 05:33,2013-07-25 05:47,14,0,gsearch,nonbrand,g_ad_1,mobile
6038,114025,100151,2013-07-25 05:42,2013-07-25 05:55,13,0,gsearch,nonbrand,g_ad_1,desktop
6039,114054,100179,2013-07-25 09:07,2013-07-25 09:20,13,0,gsearch,nonbrand,g_ad_1,desktop
6040,114071,100194,2013-07-25 10:13,2013-07-25 10:30,17,0,gsearch,nonbrand,g_ad_1,desktop
6041,114079,100200,2013-07-25 10:42,2013-07-25 10:55,13,0,gsearch,nonbrand,g_ad_1,desktop
6042,114100,100219,2013-07-25 11:24,2013-07-25 11:41,17,0,gsearch,nonbrand,g_ad_1,desktop
6043,114105,89779,2013-07-25 11:36,2013-07-25 11:54,18,1,NULL,NULL,NULL,desktop
6044,114120,86654,2013-07-25 12:06,2013-07-25 12:21,15,1,gsearch,brand,g_ad_2,desktop
6045,114124,100240,2013-07-25 12:12,2013-07-25 12:25,13,0,gsearch,nonbrand,g_ad_1,desktop
6046,114132,97694,2013-07-25 12:24,2013-07-25 12:37,13,1,gsearch,brand,g_ad_2,desktop
6047,114136,100249,2013-07-25 12:38,2013-07-25 12:54,16,0,gsearch,nonbrand,g_ad_1,desktop
6048,114139,100252,2013-07-25 12:47,2013-07-25 13:00,13,0,NULL,NULL,NULL,mobile
6049,114174,100283,2013-07-25 14:27,2013-07-25 14:37,10,0,gsearch,nonbrand,g_ad_1,mobile
6050,114176,100285,2013-07-25 14:30,2013-07-25 14:49,19,0,gsearch,nonbrand,g_ad_1,desktop
6051,114182,100290,2013-07-25 14:43,2013-07-25 15:01,18,0,bsearch,nonbrand,b_ad_1,desktop
6052,114186,100294,2013-07-25 14:51,2013-07-25 15:05,14,0,gsearch,nonbrand,g_ad_1,desktop
6053,114187,100295,2013-07-25 14:53,2013-07-25 15:09,16,0,gsearch,nonbrand,g_ad_1,desktop
6054,114217,100321,2013-07-25 16:13,2013-07-25 16:29,16,0,gsearch,nonbrand,g_ad_1,desktop
6055,114223,100327,2013-07-25 16:29,2013-07-25 16:38,9,0,bsearch,nonbrand,b_ad_1,desktop
6056,114240,100341,2013-07-25 17:09,2013-07-25 17:19,10,0,gsearch,nonbrand,g_ad_1,desktop
6058,114242,100343,2013-07-25 17:14,2013-07-25 17:35,21,0,gsearch,nonbrand,g_ad_1,desktop
6057,114243,100344,2013-07-25 17:16,2013-07-25 17:28,12,0,gsearch,nonbrand,g_ad_1,desktop
6059,114245,100346,2013-07-25 17:28,2013-07-25 17:45,17,0,gsearch,nonbrand,g_ad_1,desktop
6060,114254,77721,2013-07-25 17:48,2013-07-25 17:58,10,1,gsearch,brand,g_ad_2,desktop
6061,114260,100355,2013-07-25 18:01,2013-07-25 18:20,19,0,gsearch,nonbrand,g_ad_1,desktop
6062,114268,100363,2013-07-25 18:15,2013-07-25 18:27,12,0,bsearch,nonbrand,b_ad_1,desktop
6063,114311,84406,2013-07-25 21:30,2013-07-25 21:42,12,1,gsearch,brand,g_ad_2,desktop
6064,114316,100406,2013-07-25 21:40,2013-07-25 21:54,14,0,gsearch,nonbrand,g_ad_1,desktop
6065,114335,100424,2013-07-25 23:37,2013-07-25 23:50,13,0,gsearch,nonbrand,g_ad_1,mobile
6066,114338,100427,2013-07-26 00:01,2013-07-26 00:10,9,0,gsearch,nonbrand,g_ad_1,desktop
6067,114351,100439,2013-07-26 01:47,2013-07-26 01:54,7,0,bsearch,nonbrand,b_ad_1,desktop
6068,114368,94832,2013-07-26 04:32,2013-07-26 04:48,16,1,NULL,NULL,NULL,desktop
6069,114389,100474,2013-07-26 07:13,2013-07-26 07:30,17,0,gsearch,nonbrand,g_ad_1,desktop
6070,114398,100482,2013-07-26 08:22,2013-07-26 08:40,18,0,gsearch,nonbrand,g_ad_1,desktop
6071,114436,100510,2013-07-26 10:37,2013-07-26 10:55,18,0,gsearch,nonbrand,g_ad_1,desktop
6072,114440,85242,2013-07-26 10:43,2013-07-26 10:58,15,1,NULL,NULL,NULL,desktop
6073,114442,100515,2013-07-26 10:43,2013-07-26 11:05,22,0,gsearch,nonbrand,g_ad_1,desktop
6074,114451,100524,2013-07-26 10:57,2013-07-26 11:11,14,0,gsearch,nonbrand,g_ad_1,desktop
6075,114467,100537,2013-07-26 11:30,2013-07-26 11:48,18,0,NULL,NULL,NULL,mobile
6076,114478,100545,2013-07-26 11:53,2013-07-26 12:09,16,0,gsearch,nonbrand,g_ad_1,desktop
6077,114502,93166,2013-07-26 12:54,2013-07-26 13:06,12,1,gsearch,brand,g_ad_2,desktop
6078,114513,100578,2013-07-26 13:19,2013-07-26 13:32,13,0,gsearch,nonbrand,g_ad_1,desktop
6079,114522,100587,2013-07-26 13:42,2013-07-26 13:58,16,0,gsearch,nonbrand,g_ad_1,desktop
6080,114534,100596,2013-07-26 14:07,2013-07-26 14:27,20,0,bsearch,nonbrand,b_ad_1,desktop
6081,114557,100616,2013-07-26 15:30,2013-07-26 15:41,11,0,gsearch,nonbrand,g_ad_1,desktop
6082,114568,100626,2013-07-26 15:56,2013-07-26 16:11,15,0,NULL,NULL,NULL,mobile
6083,114576,100632,2013-07-26 16:23,2013-07-26 16:44,21,0,NULL,NULL,NULL,mobile
6084,114586,96098,2013-07-26 16:56,2013-07-26 17:08,12,1,NULL,NULL,NULL,desktop
6085,114600,100650,2013-07-26 17:58,2013-07-26 18:05,7,0,bsearch,nonbrand,b_ad_1,desktop
6086,114616,100665,2013-07-26 18:52,2013-07-26 19:09,17,0,gsearch,nonbrand,g_ad_1,desktop
6087,114627,100672,2013-07-26 19:37,2013-07-26 19:49,12,0,gsearch,nonbrand,g_ad_1,desktop
6088,114652,85414,2013-07-26 23:21,2013-07-26 23:39,18,1,gsearch,brand,g_ad_2,desktop
6089,114675,100713,2013-07-27 02:49,2013-07-27 03:01,12,0,NULL,NULL,NULL,desktop
6090,114743,100772,2013-07-27 13:39,2013-07-27 13:54,15,0,gsearch,nonbrand,g_ad_1,desktop
6091,114746,100774,2013-07-27 14:06,2013-07-27 14:21,15,0,gsearch,nonbrand,g_ad_1,desktop
6092,114754,100782,2013-07-27 15:30,2013-07-27 15:45,15,0,bsearch,nonbrand,b_ad_1,desktop
6093,114766,84627,2013-07-27 17:05,2013-07-27 17:20,15,1,bsearch,brand,b_ad_2,desktop
6094,114767,100792,2013-07-27 17:08,2013-07-27 17:22,14,0,gsearch,nonbrand,g_ad_1,desktop
6095,114840,100855,2013-07-28 07:01,2013-07-28 07:13,12,0,gsearch,nonbrand,g_ad_1,mobile
6096,114887,100894,2013-07-28 15:10,2013-07-28 15:27,17,0,gsearch,nonbrand,g_ad_1,desktop
6097,114907,100911,2013-07-28 18:03,2013-07-28 18:16,13,0,gsearch,nonbrand,g_ad_1,desktop
6098,114938,100938,2013-07-28 21:32,2013-07-28 21:46,14,0,gsearch,nonbrand,g_ad_1,mobile
6099,114942,100940,2013-07-28 21:47,2013-07-28 21:58,11,0,gsearch,nonbrand,g_ad_1,desktop
6100,114952,97446,2013-07-28 22:50,2013-07-28 23:06,16,1,NULL,NULL,NULL,mobile
6101,114957,100952,2013-07-28 23:09,2013-07-28 23:28,19,0,gsearch,nonbrand,g_ad_1,desktop
6102,114989,100979,2013-07-29 03:31,2013-07-29 03:47,16,0,bsearch,nonbrand,b_ad_1,desktop
6103,114993,100983,2013-07-29 04:15,2013-07-29 04:29,14,0,gsearch,nonbrand,g_ad_1,desktop
6104,114996,96423,2013-07-29 04:52,2013-07-29 05:07,15,1,gsearch,brand,g_ad_2,desktop
6105,115014,96872,2013-07-29 07:57,2013-07-29 08:08,11,1,NULL,NULL,NULL,desktop
6106,115015,101000,2013-07-29 07:57,2013-07-29 08:12,15,0,gsearch,nonbrand,g_ad_1,desktop
6107,115017,101002,2013-07-29 08:16,2013-07-29 08:30,14,0,gsearch,nonbrand,g_ad_1,desktop
6108,115022,101007,2013-07-29 08:35,2013-07-29 08:45,10,0,gsearch,nonbrand,g_ad_1,desktop
6109,115031,101016,2013-07-29 09:21,2013-07-29 09:37,16,0,bsearch,nonbrand,b_ad_1,desktop
6110,115051,101033,2013-07-29 10:45,2013-07-29 11:01,16,0,gsearch,nonbrand,g_ad_1,desktop
6111,115068,101048,2013-07-29 11:17,2013-07-29 11:33,16,0,gsearch,nonbrand,g_ad_1,desktop
6112,115086,101063,2013-07-29 12:03,2013-07-29 12:13,10,0,gsearch,nonbrand,g_ad_1,desktop
6113,115090,101067,2013-07-29 12:11,2013-07-29 12:21,10,0,gsearch,nonbrand,g_ad_1,desktop
6114,115101,101077,2013-07-29 12:29,2013-07-29 12:51,22,0,bsearch,nonbrand,b_ad_1,desktop
6115,115112,101085,2013-07-29 12:51,2013-07-29 12:59,8,0,bsearch,nonbrand,b_ad_1,desktop
6116,115124,101095,2013-07-29 13:36,2013-07-29 13:53,17,0,gsearch,nonbrand,g_ad_1,desktop
6117,115141,101110,2013-07-29 14:18,2013-07-29 14:30,12,0,gsearch,nonbrand,g_ad_1,desktop
6118,115161,101130,2013-07-29 15:03,2013-07-29 15:21,18,0,gsearch,nonbrand,g_ad_1,desktop
6119,115164,101132,2013-07-29 15:09,2013-07-29 15:24,15,0,gsearch,nonbrand,g_ad_1,desktop
6120,115174,94792,2013-07-29 15:48,2013-07-29 15:59,11,1,gsearch,brand,g_ad_2,desktop
6121,115177,101144,2013-07-29 15:58,2013-07-29 16:11,13,0,NULL,NULL,NULL,desktop
6122,115190,101153,2013-07-29 16:23,2013-07-29 16:36,13,0,gsearch,nonbrand,g_ad_1,desktop
6123,115204,101167,2013-07-29 17:14,2013-07-29 17:29,15,0,gsearch,nonbrand,g_ad_1,desktop
6124,115250,101204,2013-07-29 20:11,2013-07-29 20:26,15,0,bsearch,nonbrand,b_ad_1,desktop
6125,115256,101208,2013-07-29 21:15,2013-07-29 21:25,10,0,gsearch,nonbrand,g_ad_1,desktop
6126,115259,101209,2013-07-29 21:43,2013-07-29 21:56,13,0,gsearch,nonbrand,g_ad_1,mobile
6127,115262,80054,2013-07-29 21:56,2013-07-29 22:11,15,1,bsearch,brand,b_ad_2,desktop
6128,115270,88794,2013-07-29 22:31,2013-07-29 22:45,14,1,gsearch,brand,g_ad_2,desktop
6129,115327,101262,2013-07-30 08:08,2013-07-30 08:24,16,0,gsearch,nonbrand,g_ad_1,desktop
6130,115337,101271,2013-07-30 09:03,2013-07-30 09:23,20,0,bsearch,nonbrand,b_ad_1,mobile
6131,115342,101275,2013-07-30 09:47,2013-07-30 09:59,12,0,gsearch,nonbrand,g_ad_1,mobile
6132,115345,101278,2013-07-30 09:56,2013-07-30 10:11,15,0,gsearch,nonbrand,g_ad_1,desktop
6133,115346,101279,2013-07-30 09:59,2013-07-30 10:14,15,0,bsearch,nonbrand,b_ad_1,desktop
6134,115351,82746,2013-07-30 10:10,2013-07-30 10:25,15,1,NULL,NULL,NULL,mobile
6135,115357,101288,2013-07-30 10:23,2013-07-30 10:46,23,0,gsearch,nonbrand,g_ad_1,desktop
6136,115365,101295,2013-07-30 11:02,2013-07-30 11:18,16,0,gsearch,nonbrand,g_ad_1,desktop
6137,115373,86212,2013-07-30 11:36,2013-07-30 11:48,12,1,NULL,NULL,NULL,desktop
6138,115380,101308,2013-07-30 11:50,2013-07-30 11:59,9,0,bsearch,nonbrand,b_ad_1,desktop
6139,115382,101310,2013-07-30 11:52,2013-07-30 12:10,18,0,gsearch,nonbrand,g_ad_1,desktop
6140,115392,101319,2013-07-30 12:10,2013-07-30 12:24,14,0,gsearch,nonbrand,g_ad_1,mobile
6141,115395,101321,2013-07-30 12:14,2013-07-30 12:24,10,0,bsearch,nonbrand,b_ad_1,desktop
6142,115405,92430,2013-07-30 12:40,2013-07-30 12:53,13,1,gsearch,brand,g_ad_2,desktop
6143,115421,101340,2013-07-30 13:11,2013-07-30 13:27,16,0,bsearch,nonbrand,b_ad_1,mobile
6144,115430,101349,2013-07-30 13:44,2013-07-30 14:02,18,0,gsearch,nonbrand,g_ad_1,desktop
6145,115449,101364,2013-07-30 14:48,2013-07-30 15:06,18,0,bsearch,nonbrand,b_ad_1,desktop
6146,115472,101385,2013-07-30 15:50,2013-07-30 16:01,11,0,gsearch,nonbrand,g_ad_1,mobile
6147,115478,101390,2013-07-30 16:08,2013-07-30 16:23,15,0,bsearch,nonbrand,b_ad_1,desktop
6148,115481,101392,2013-07-30 16:17,2013-07-30 16:37,20,0,gsearch,nonbrand,g_ad_1,desktop
6149,115491,95450,2013-07-30 16:54,2013-07-30 17:08,14,1,NULL,NULL,NULL,desktop
6150,115528,92798,2013-07-30 18:24,2013-07-30 18:38,14,1,NULL,NULL,NULL,desktop
6151,115562,101459,2013-07-30 20:51,2013-07-30 21:05,14,0,gsearch,nonbrand,g_ad_1,mobile
6152,115565,101462,2013-07-30 21:06,2013-07-30 21:22,16,0,gsearch,nonbrand,g_ad_1,desktop
6153,115572,101469,2013-07-30 21:49,2013-07-30 22:01,12,0,gsearch,nonbrand,g_ad_1,desktop
6154,115587,91326,2013-07-30 23:28,2013-07-30 23:38,10,1,NULL,NULL,NULL,mobile
6155,115595,101488,2013-07-31 00:30,2013-07-31 00:51,21,0,NULL,NULL,NULL,desktop
6156,115597,101490,2013-07-31 00:37,2013-07-31 00:51,14,0,gsearch,nonbrand,g_ad_1,desktop
6157,115641,101526,2013-07-31 09:09,2013-07-31 09:19,10,0,bsearch,nonbrand,b_ad_1,desktop
6158,115643,86116,2013-07-31 09:12,2013-07-31 09:28,16,1,gsearch,brand,g_ad_2,mobile
6159,115648,101531,2013-07-31 09:24,2013-07-31 09:41,17,0,gsearch,nonbrand,g_ad_1,desktop
6160,115688,101563,2013-07-31 11:00,2013-07-31 11:10,10,0,gsearch,brand,g_ad_2,mobile
6161,115695,101567,2013-07-31 11:09,2013-07-31 11:23,14,0,NULL,NULL,NULL,desktop
6163,115701,101573,2013-07-31 11:29,2013-07-31 11:47,18,0,gsearch,nonbrand,g_ad_1,desktop
6162,115703,101575,2013-07-31 11:30,2013-07-31 11:43,13,0,bsearch,nonbrand,b_ad_1,desktop
6164,115730,101599,2013-07-31 12:18,2013-07-31 12:30,12,0,gsearch,nonbrand,g_ad_1,desktop
6165,115746,101612,2013-07-31 12:58,2013-07-31 13:11,13,0,bsearch,nonbrand,b_ad_1,desktop
6166,115752,101618,2013-07-31 13:05,2013-07-31 13:19,14,0,gsearch,nonbrand,g_ad_1,desktop
6167,115759,101624,2013-07-31 13:22,2013-07-31 13:39,17,0,gsearch,nonbrand,g_ad_1,desktop
6168,115761,101626,2013-07-31 13:27,2013-07-31 13:43,16,0,gsearch,nonbrand,g_ad_1,desktop
6169,115776,101640,2013-07-31 13:46,2013-07-31 14:01,15,0,gsearch,nonbrand,g_ad_1,desktop
6170,115790,101653,2013-07-31 14:24,2013-07-31 14:36,12,0,gsearch,nonbrand,g_ad_1,desktop
6171,115792,88180,2013-07-31 14:35,2013-07-31 14:52,17,1,NULL,NULL,NULL,desktop
6172,115801,101663,2013-07-31 14:46,2013-07-31 14:56,10,0,bsearch,nonbrand,b_ad_1,mobile
6173,115839,95626,2013-07-31 16:42,2013-07-31 16:55,13,1,NULL,NULL,NULL,desktop
6174,115848,101702,2013-07-31 16:53,2013-07-31 17:10,17,0,bsearch,nonbrand,b_ad_1,desktop
6175,115864,97573,2013-07-31 17:36,2013-07-31 17:54,18,1,NULL,NULL,NULL,desktop
6176,115873,101721,2013-07-31 18:03,2013-07-31 18:20,17,0,gsearch,nonbrand,g_ad_1,desktop
6177,115881,101728,2013-07-31 18:35,2013-07-31 18:51,16,0,gsearch,nonbrand,g_ad_1,desktop
6178,115919,101761,2013-07-31 21:04,2013-07-31 21:14,10,0,gsearch,nonbrand,g_ad_1,desktop
6179,115920,101762,2013-07-31 21:05,2013-07-31 21:17,12,0,NULL,NULL,NULL,mobile
6180,115944,101783,2013-07-31 23:03,2013-07-31 23:23,20,0,bsearch,nonbrand,b_ad_1,mobile
6181,115956,101792,2013-08-01 00:32,2013-08-01 00:46,14,0,gsearch,nonbrand,g_ad_1,desktop
6182,115962,101798,2013-08-01 01:28,2013-08-01 01:36,8,0,gsearch,nonbrand,g_ad_1,desktop
6183,115963,101799,2013-08-01 01:34,2013-08-01 01:53,19,0,gsearch,brand,g_ad_2,desktop
6184,115970,101804,2013-08-01 02:42,2013-08-01 02:53,11,0,gsearch,nonbrand,g_ad_1,desktop
6185,115973,94257,2013-08-01 02:52,2013-08-01 03:06,14,1,gsearch,brand,g_ad_2,desktop
6186,115984,101816,2013-08-01 04:37,2013-08-01 04:51,14,0,bsearch,nonbrand,b_ad_1,desktop
6187,115987,101819,2013-08-01 05:19,2013-08-01 05:35,16,0,bsearch,nonbrand,b_ad_1,desktop
6188,116016,91396,2013-08-01 08:22,2013-08-01 08:40,18,1,gsearch,brand,g_ad_2,desktop
6189,116058,86536,2013-08-01 10:22,2013-08-01 10:34,12,1,NULL,NULL,NULL,desktop
6190,116091,101903,2013-08-01 11:31,2013-08-01 11:44,13,0,gsearch,nonbrand,g_ad_1,desktop
6191,116094,101906,2013-08-01 11:39,2013-08-01 11:51,12,0,gsearch,nonbrand,g_ad_1,desktop
6193,116105,101915,2013-08-01 12:01,2013-08-01 12:21,20,0,gsearch,nonbrand,g_ad_1,desktop
6192,116106,101916,2013-08-01 12:04,2013-08-01 12:17,13,0,gsearch,nonbrand,g_ad_1,desktop
6194,116154,101958,2013-08-01 14:20,2013-08-01 14:36,16,0,gsearch,nonbrand,g_ad_1,desktop
6195,116156,101960,2013-08-01 14:26,2013-08-01 14:43,17,0,gsearch,nonbrand,g_ad_1,desktop
6196,116179,101981,2013-08-01 15:21,2013-08-01 15:32,11,0,gsearch,nonbrand,g_ad_1,desktop
6197,116199,86087,2013-08-01 16:08,2013-08-01 16:25,17,1,NULL,NULL,NULL,desktop
6198,116220,102014,2013-08-01 16:41,2013-08-01 16:51,10,0,bsearch,nonbrand,b_ad_1,desktop
6199,116245,102037,2013-08-01 18:07,2013-08-01 18:22,15,0,gsearch,nonbrand,g_ad_1,desktop
6200,116287,95883,2013-08-01 21:14,2013-08-01 21:30,16,1,bsearch,brand,b_ad_2,desktop
6201,116292,102078,2013-08-01 21:30,2013-08-01 21:41,11,0,bsearch,nonbrand,b_ad_1,desktop
6202,116304,102087,2013-08-01 23:20,2013-08-01 23:34,14,0,bsearch,nonbrand,b_ad_1,desktop
6203,116305,102088,2013-08-01 23:31,2013-08-01 23:43,12,0,gsearch,nonbrand,g_ad_1,desktop
6204,116306,91777,2013-08-01 23:35,2013-08-01 23:55,20,1,gsearch,brand,g_ad_2,desktop
6205,116342,102116,2013-08-02 06:11,2013-08-02 06:23,12,0,gsearch,brand,g_ad_2,desktop
6206,116372,102142,2013-08-02 09:33,2013-08-02 09:50,17,0,bsearch,nonbrand,b_ad_1,desktop
6207,116375,102143,2013-08-02 09:39,2013-08-02 09:54,15,0,bsearch,nonbrand,b_ad_1,desktop
6208,116386,102150,2013-08-02 10:15,2013-08-02 10:33,18,0,gsearch,nonbrand,g_ad_1,desktop
6209,116390,102154,2013-08-02 10:27,2013-08-02 10:45,18,0,gsearch,nonbrand,g_ad_1,desktop
6210,116395,86201,2013-08-02 10:34,2013-08-02 10:53,19,1,NULL,NULL,NULL,desktop
6211,116405,102166,2013-08-02 10:58,2013-08-02 11:11,13,0,gsearch,nonbrand,g_ad_1,desktop
6212,116408,102169,2013-08-02 11:07,2013-08-02 11:19,12,0,gsearch,nonbrand,g_ad_1,desktop
6213,116423,102184,2013-08-02 11:49,2013-08-02 12:00,11,0,gsearch,nonbrand,g_ad_1,desktop
6214,116433,102193,2013-08-02 12:16,2013-08-02 12:28,12,0,gsearch,nonbrand,g_ad_1,desktop
6215,116447,102206,2013-08-02 12:51,2013-08-02 13:07,16,0,bsearch,nonbrand,b_ad_1,mobile
6216,116453,102212,2013-08-02 13:11,2013-08-02 13:23,12,0,gsearch,nonbrand,g_ad_1,mobile
6217,116472,92735,2013-08-02 13:55,2013-08-02 14:11,16,1,NULL,NULL,NULL,mobile
6218,116478,102232,2013-08-02 14:14,2013-08-02 14:33,19,0,gsearch,nonbrand,g_ad_1,desktop
6219,116481,102234,2013-08-02 14:22,2013-08-02 14:37,15,0,gsearch,nonbrand,g_ad_1,desktop
6220,116488,102239,2013-08-02 14:30,2013-08-02 14:46,16,0,NULL,NULL,NULL,mobile
6221,116500,102250,2013-08-02 15:04,2013-08-02 15:17,13,0,gsearch,nonbrand,g_ad_1,desktop
6222,116501,102251,2013-08-02 15:09,2013-08-02 15:24,15,0,gsearch,nonbrand,g_ad_1,desktop
6223,116506,102255,2013-08-02 15:31,2013-08-02 15:45,14,0,gsearch,nonbrand,g_ad_1,desktop
6224,116529,102273,2013-08-02 16:48,2013-08-02 17:06,18,0,gsearch,nonbrand,g_ad_1,desktop
6225,116533,102277,2013-08-02 16:57,2013-08-02 17:08,11,0,gsearch,nonbrand,g_ad_1,mobile
6226,116542,102284,2013-08-02 17:31,2013-08-02 17:49,18,0,NULL,NULL,NULL,desktop
6227,116556,102296,2013-08-02 18:16,2013-08-02 18:28,12,0,gsearch,nonbrand,g_ad_1,desktop
6228,116614,102341,2013-08-03 00:10,2013-08-03 00:29,19,0,gsearch,nonbrand,g_ad_1,desktop
6229,116627,102353,2013-08-03 02:03,2013-08-03 02:18,15,0,bsearch,nonbrand,b_ad_1,desktop
6230,116630,102356,2013-08-03 02:42,2013-08-03 02:57,15,0,bsearch,nonbrand,b_ad_1,desktop
6231,116698,102413,2013-08-03 14:14,2013-08-03 14:26,12,0,gsearch,nonbrand,g_ad_1,desktop
6232,116708,102421,2013-08-03 15:48,2013-08-03 16:05,17,0,gsearch,nonbrand,g_ad_1,desktop
6233,116714,102427,2013-08-03 16:17,2013-08-03 16:33,16,0,bsearch,nonbrand,b_ad_1,desktop
6234,116728,98053,2013-08-03 19:26,2013-08-03 19:48,22,1,NULL,NULL,NULL,desktop
6235,116730,102440,2013-08-03 19:52,2013-08-03 20:07,15,0,gsearch,nonbrand,g_ad_1,desktop
6236,116732,102442,2013-08-03 20:01,2013-08-03 20:17,16,0,gsearch,nonbrand,g_ad_1,desktop
6237,116760,102466,2013-08-04 04:24,2013-08-04 04:42,18,0,gsearch,nonbrand,g_ad_1,desktop
6238,116779,101334,2013-08-04 08:56,2013-08-04 09:10,14,1,bsearch,brand,b_ad_2,desktop
6239,116785,91419,2013-08-04 10:11,2013-08-04 10:25,14,1,NULL,NULL,NULL,desktop
6240,116793,102495,2013-08-04 11:22,2013-08-04 11:36,14,0,gsearch,nonbrand,g_ad_1,desktop
6241,116814,88496,2013-08-04 14:10,2013-08-04 14:23,13,1,NULL,NULL,NULL,desktop
6242,116821,102521,2013-08-04 14:54,2013-08-04 15:10,16,0,gsearch,nonbrand,g_ad_1,desktop
6243,116848,102544,2013-08-04 18:20,2013-08-04 18:35,15,0,gsearch,nonbrand,g_ad_1,desktop
6244,116903,102589,2013-08-05 00:43,2013-08-05 00:59,16,0,gsearch,nonbrand,g_ad_1,mobile
6245,116924,102603,2013-08-05 05:30,2013-08-05 05:37,7,0,gsearch,nonbrand,g_ad_1,desktop
6246,116943,102618,2013-08-05 08:18,2013-08-05 08:33,15,0,gsearch,nonbrand,g_ad_1,desktop
6247,116971,102643,2013-08-05 10:17,2013-08-05 10:31,14,0,gsearch,nonbrand,g_ad_1,desktop
6248,116972,102644,2013-08-05 10:20,2013-08-05 10:36,16,0,bsearch,nonbrand,b_ad_1,desktop
6249,116975,102646,2013-08-05 10:28,2013-08-05 10:41,13,0,gsearch,nonbrand,g_ad_1,desktop
6250,116980,102650,2013-08-05 10:39,2013-08-05 10:53,14,0,NULL,NULL,NULL,mobile
6251,116998,102668,2013-08-05 11:04,2013-08-05 11:23,19,0,gsearch,nonbrand,g_ad_1,desktop
6252,117001,102671,2013-08-05 11:17,2013-08-05 11:28,11,0,gsearch,nonbrand,g_ad_1,desktop
6253,117022,102687,2013-08-05 12:08,2013-08-05 12:21,13,0,bsearch,brand,b_ad_2,desktop
6254,117026,101879,2013-08-05 12:28,2013-08-05 12:45,17,1,gsearch,brand,g_ad_2,desktop
6255,117044,102705,2013-08-05 13:09,2013-08-05 13:25,16,0,gsearch,nonbrand,g_ad_1,desktop
6256,117091,102745,2013-08-05 15:14,2013-08-05 15:30,16,0,gsearch,nonbrand,g_ad_1,desktop
6257,117092,102746,2013-08-05 15:23,2013-08-05 15:38,15,0,gsearch,nonbrand,g_ad_1,desktop
6258,117117,102768,2013-08-05 16:45,2013-08-05 16:59,14,0,gsearch,nonbrand,g_ad_1,mobile
6259,117123,102774,2013-08-05 16:56,2013-08-05 17:11,15,0,bsearch,nonbrand,b_ad_1,desktop
6260,117128,102778,2013-08-05 17:05,2013-08-05 17:13,8,0,gsearch,nonbrand,g_ad_1,desktop
6261,117158,99600,2013-08-05 18:25,2013-08-05 18:38,13,1,NULL,NULL,NULL,desktop
6262,117175,102815,2013-08-05 19:11,2013-08-05 19:23,12,0,gsearch,nonbrand,g_ad_1,mobile
6263,117207,102843,2013-08-05 22:04,2013-08-05 22:20,16,0,bsearch,nonbrand,b_ad_1,desktop
6264,117211,102847,2013-08-05 22:29,2013-08-05 22:43,14,0,gsearch,nonbrand,g_ad_1,mobile
6265,117228,102862,2013-08-06 00:25,2013-08-06 00:38,13,0,gsearch,nonbrand,g_ad_1,desktop
6266,117251,102883,2013-08-06 04:38,2013-08-06 04:51,13,0,gsearch,nonbrand,g_ad_1,desktop
6267,117253,102885,2013-08-06 05:03,2013-08-06 05:13,10,0,gsearch,nonbrand,g_ad_1,desktop
6268,117263,88589,2013-08-06 07:10,2013-08-06 07:25,15,1,gsearch,brand,g_ad_2,desktop
6269,117288,82590,2013-08-06 09:48,2013-08-06 10:05,17,1,gsearch,brand,g_ad_2,desktop
6270,117294,102918,2013-08-06 10:08,2013-08-06 10:17,9,0,NULL,NULL,NULL,desktop
6271,117343,102960,2013-08-06 12:20,2013-08-06 12:38,18,0,gsearch,nonbrand,g_ad_1,desktop
6272,117364,102979,2013-08-06 13:04,2013-08-06 13:23,19,0,gsearch,nonbrand,g_ad_1,desktop
6273,117434,103038,2013-08-06 16:19,2013-08-06 16:30,11,0,gsearch,nonbrand,g_ad_1,mobile
6274,117463,103062,2013-08-06 17:55,2013-08-06 18:10,15,0,gsearch,nonbrand,g_ad_1,desktop
6275,117491,103089,2013-08-06 19:21,2013-08-06 19:35,14,0,NULL,NULL,NULL,desktop
6276,117514,103109,2013-08-06 20:50,2013-08-06 21:05,15,0,bsearch,nonbrand,b_ad_1,desktop
6277,117558,103145,2013-08-07 01:21,2013-08-07 01:36,15,0,NULL,NULL,NULL,desktop
6278,117560,103147,2013-08-07 01:27,2013-08-07 01:39,12,0,gsearch,nonbrand,g_ad_1,desktop
6279,117573,103157,2013-08-07 02:58,2013-08-07 03:18,20,0,gsearch,nonbrand,g_ad_1,desktop
